Symbol,Company Name,"Market capitalization as on March 28, 2024
(In lakhs)"
SURYALAXMI,Suryalakshmi Cotton Mills Limited,"12,289.26"
BVCL,Barak Valley Cements Limited,"12,143.68"
GOYALALUM,Goyal Aluminiums Limited,"12,132.29"
TRANSTEEL,Transteel Seating Technologies Limited,"12,117.20"
BHANDARI,Bhandari Hosiery Exports Limited,"12,094.42"
PARTYCRUS,Party Cruisers Limited,"12,046.83"
MOTOGENFIN,The Motor & General Finance Limited,"11,811.79"
PALASHSECU,Palash Securities Limited,"11,808.66"
ANIKINDS,Anik Industries Limited,"11,781.35"
SHAHALLOYS,Shah Alloys Limited,"11,759.74"
TAINWALCHM,Tainwala Chemical and Plastic (I) Limited,"11,672.06"
SUVIDHAA,Suvidhaa Infoserve Limited,"11,617.13"
LOTUSEYE,Lotus Eye Hospital and Institute Limited,"11,573.16"
GANGESSECU,Ganges Securities Limited,"11,484.23"
AGNI,Agni Green Power Limited,"11,466.93"
SIKKO,Sikko Industries Limited,"11,356.80"
AMDIND,AMD Industries Limited,"11,250.88"
STEELCITY,Steel City Securities Limited,"11,217.02"
TPHQ,Teamo Productions HQ Limited,"11,195.85"
GLOBE,Globe Textiles (India) Limited,"11,184.47"
FRETAIL,Future Retail Limited,"11,116.82"
SOMATEX,Soma Textiles & Industries Limited,"11,099.09"
AAREYDRUGS,Aarey Drugs & Pharmaceuticals Limited,"11,080.41"
QUICKTOUCH,Quicktouch Technologies Limited,"11,028.24"
LASA,Lasa Supergenerics Limited,"11,022.27"
ZENITHDRUG,Zenith Drugs Limited,"10,752.30"
ZENITHSTL,Zenith Steel Pipes & Industries Limited,"10,671.03"
LPDC,Landmark Property Development Company Limited,"10,664.38"
NIRMAN,Nirman Agri Genetics Limited,"10,595.32"
NAGREEKEXP,Nagreeka Exports Limited,"10,593.50"
AVROIND,AVRO INDIA LIMITED,"10,571.60"
ALKALI,Alkali Metals Limited,"10,523.62"
AAATECH,AAA Technologies Limited,"10,505.15"
CINEVISTA,Cinevista Limited,"10,482.16"
ENERGYDEV,Energy Development Company Limited,"10,450.00"
ATALREAL,Atal Realtech Limited,"10,435.41"
GROBTEA,The Grob Tea Company Limited,"10,226.18"
SIMBHALS,Simbhaoli Sugars Limited,"10,216.56"
GLOBALPET,Global Pet Industries Limited,"10,129.97"
BANKA,Banka BioLoo Limited,"10,119.86"
PIONEEREMB,Pioneer Embroideries Limited,"10,112.70"
KEYFINSERV,Keynote Financial Services Limited,"10,109.92"
PKTEA,The Peria Karamalai Tea & Produce Company Limited,"10,103.40"
DELTAMAGNT,Delta Manufacturing Limited,"10,096.97"
ARCHIES,Archies Limited,"10,015.77"
MAHICKRA,Mahickra Chemicals Limited,"9,953.71"
OBCL,Orissa Bengal Carrier Limited,"9,951.08"
SAIFL,Sameera Agro And Infra Limited,"9,908.95"
INDSWFTLTD,Ind-Swift Limited,"9,885.05"
BIOFILCHEM,Biofil Chemicals & Pharmaceuticals Limited,"9,861.92"
VINNY,Vinny Overseas Limited,"9,770.18"
SAMBHAAV,Sambhaav Media Limited,"9,746.65"
DAMODARIND,Damodar Industries Limited,"9,716.10"
GANGAFORGE,Ganga Forging Limited,"9,653.90"
MHHL,Mohini Health & Hygiene Limited,"9,628.56"
VASWANI,Vaswani Industries Limited,"9,450.00"
HISARMETAL,Hisar Metal Industries Limited,"9,382.50"
PARASPETRO,Paras Petrofils Limited,"9,358.19"
SECMARK,SecMark Consultancy Limited,"9,354.29"
CELEBRITY,Celebrity Fashions Limited,"9,324.33"
PRESSTONIC,Presstonic Engineering Limited,"9,302.93"
SYNOPTICS,Synoptics Technologies Limited,"9,298.32"
YAARI,Yaari Digital Integrated Services Limited,"9,290.91"
AAKASH,Aakash Exploration Services Limited,"9,264.38"
REGENCERAM,Regency Ceramics Limited,"9,254.56"
TOKYOPLAST,Tokyo Plast International Limited,"9,216.36"
ZENITHEXPO,Zenith Exports Limited,"9,187.12"
MOKSH,Moksh Ornaments Limited,"9,149.04"
DOLLEX,Dollex Agrotech Limited,"9,138.29"
ARABIAN,Arabian Petroleum Limited,"9,122.05"
TREEHOUSE,Tree House Education & Accessories Limited,"9,117.96"
DEEM,Deem Roll Tech Limited,"9,116.81"
ARIHANTACA,Arihant Academy Limited,"9,082.80"
ASTRON,Astron Paper & Board Mill Limited,"8,951.25"
PANACHE,Panache Digilife Limited,"8,922.00"
PRITIKA,Pritika Engineering Components Limited,"8,898.20"
SAMPANN,Sampann Utpadan India Limited,"8,832.68"
ENFUSE,Enfuse Solutions Limited,"8,763.55"
MCL,Madhav Copper Limited,"8,739.98"
FIBERWEB,Fiberweb (India) Limited,"8,738.28"
PROLIFE,Prolife Industries Limited,"8,673.31"
PRECISION,Precision Metaliks Limited,"8,584.79"
BABAFP,Baba Food Processing (India) Limited,"8,555.04"
AUROIMPEX,Auro Impex  & Chemicals Limited,"8,442.95"
PRAMARA,Pramara Promotions Limited,"8,411.59"
PENTAGON,Pentagon Rubber Limited,"8,403.90"
MAL,Mangalam Alloys Limited,"8,356.19"
PIGL,Power & Instrumentation (Gujarat) Limited,"8,337.41"
RCDL,Rajgor Castor Derivatives Limited,"8,310.76"
MBECL,Mcnally Bharat Engineering Company Limited,"8,263.28"
SETCO,Setco Automotive Limited,"8,226.69"
HOLMARC,Holmarc Opto-Mechatronics Limited,"8,100.30"
TIMESGTY,Times Guaranty Limited,"8,093.83"
MAITREYA,Maitreya Medicare Limited,"8,063.44"
NIBL,NRB Industrial Bearings Limited,"8,056.69"
SIGNORIA,Signoria Creation Limited,"8,000.58"
KARMAENG,Karma Energy Limited,"7,977.46"
AVSL,AVSL Industries Limited,"7,943.37"
VELS,Vels Film International Limited,"7,906.15"
LATTEYS,Latteys Industries Limited,"7,848.18"
PNC,Pritish Nandy Communications Limited,"7,833.88"
MONOPHARMA,Mono Pharmacare Limited,"7,791.84"
VERTEXPLUS,Vertexplus Technologies Limited,"7,767.33"
MVKAGRO,M.V.K. Agro Food Product Limited,"7,752.75"
SVPGLOB,SVP GLOBAL TEXTILES LIMITED,"7,653.25"
DIL,Debock Industries Limited,"7,641.53"
BALKRISHNA,Balkrishna Paper Mills Limited,"7,619.92"
MARCO,Marco Cables & Conductors Limited,"7,582.44"
ORIENTLTD,Orient Press Limited,"7,570.00"
RILINFRA,Rachana Infrastructure Limited,"7,507.12"
SPYL,Shekhawati Poly-Yarn Limited,"7,411.05"
GTECJAINX,G-TEC JAINX EDUCATION LIMITED,"7,382.00"
YUDIZ,Yudiz Solutions Limited,"7,362.87"
AGROPHOS,Agro Phos India Limited,"7,339.23"
SHUBHLAXMI,Shubhlaxmi Jewel Art Limited,"7,324.93"
MCON,Mcon Rasayan India Limited,"7,306.05"
AMBANIORG,Ambani Organics Limited,"7,281.01"
AISL,ANI Integrated Services Limited,"7,265.40"
CPS,C P S Shapers Limited,"7,245.00"
HOVS,HOV Services Limited,"7,242.11"
KANANIIND,Kanani Industries Limited,"7,222.18"
SHIVAMILLS,Shiva Mills Limited,"7,151.10"
PRUDMOULI,Prudential Sugar Corporation Limited,"7,111.57"
SCML,Sharp Chucks and Machines Limited,"7,074.56"
AATMAJ,Aatmaj Healthcare Limited,"7,062.50"
KTL,Kalahridhaan Trendz Limited,"7,055.26"
CEREBRAINT,Cerebra Integrated Technologies Limited,"7,055.15"
EXCEL,Excel Realty N Infra Limited,"7,053.48"
SHEETAL,Sheetal Universal Limited,"7,005.34"
GRAPHISAD,Graphisads Limited,"6,954.21"
HECPROJECT,HEC Infra Projects Limited,"6,899.02"
SECURCRED,SecUR Credentials Limited,"6,878.01"
AROGRANITE,Aro Granite Industries Limited,"6,869.70"
MADHUCON,Madhucon Projects Limited,"6,826.03"
WEWIN,WE WIN LIMITED,"6,802.79"
KKVAPOW,KKV Agro Powers Limited,"6,802.50"
RELIABLE,Reliable Data Services Limited,"6,764.76"
AKSHAR,Akshar Spintex Limited,"6,749.73"
DHTL,Docmode Health Technologies Limited,"6,716.16"
PERFECT,Perfect Infraengineers Limited,"6,647.46"
MILTON,Milton Industries Limited,"6,619.55"
GOLDENTOBC,Golden Tobacco Limited,"6,612.11"
LEXUS,Lexus Granito (India) Limited,"6,572.08"
MAGSON,Magson Retail And Distribution Limited,"6,476.25"
SERVICE,Service Care Limited,"6,439.16"
ROML,Raj Oil Mills Limited,"6,437.64"
NGIL,Nakoda Group of Industries Limited,"6,381.66"
CLSL,Crop Life Science Limited,"6,307.52"
OMFURN,Omfurn India Limited,"6,261.59"
VIAZ,Viaz Tyres Limited,"6,248.01"
TRIDHYA,Tridhya Tech Limited,"6,241.18"
BANG,Bang Overseas Limited,"6,224.04"
MORARJEE,Morarjee Textiles Limited,"6,212.83"
MANUGRAPH,Manugraph India Limited,"6,189.46"
MALUPAPER,Malu Paper Mills Limited,"6,183.98"
UCL,Ushanti Colour Chem Limited,"6,148.13"
SIDDHIKA,Siddhika Coatings Limited,"6,132.66"
JAIPURKURT,Nandani Creation Limited,"6,069.27"
SPTL,Sintex Plastics Technology Limited,"6,043.37"
CELLPOINT,Cell Point (India) Limited,"6,007.42"
MICROPRO,Micropro Software Solutions Limited,"5,991.45"
COMMITTED,Committed Cargo Care Limited,"5,918.26"
HBSL,HB Stockholdings Limited,"5,885.00"
BANARBEADS,Banaras Beads Limited,"5,876.37"
SANGANI,Sangani Hospitals Limited,"5,855.22"
BDR,BDR Buildcon Limited,"5,824.34"
JETFREIGHT,Jet Freight Logistics Limited,"5,777.27"
MARSHALL,Marshall Machines Limited,"5,736.29"
ABMINTLLTD,ABM International Limited,"5,724.77"
TERASOFT,Tera Software Limited,"5,692.90"
AKG,Akg Exim Limited,"5,688.01"
PEARLPOLY,Pearl Polymers Limited,"5,656.54"
PODDARHOUS,Poddar Housing and Development Limited,"5,627.02"
SHANTHALA,Shanthala FMCG Products Limited,"5,626.37"
AARVEEDEN,Aarvee Denims & Exports Limited,"5,595.16"
REXPIPES,Rex Pipes And Cables Industries Limited,"5,547.15"
JETKNIT,Jet Knitwears Limited,"5,512.32"
ENSER,Enser Communications Limited,"5,508.55"
SHRENIK,Shrenik Limited,"5,508.00"
DNAMEDIA,Diligent Media Corporation Limited,"5,473.42"
MASTER,Master Components Limited,"5,460.00"
ACSAL,Arvind and Company Shipping Agencies Limited,"5,443.80"
SILGO,Silgo Retail Limited,"5,443.10"
AKASH,Akash Infra-Projects Limited,"5,277.97"
SEYAIND,Seya Industries Limited,"5,194.54"
AJOONI,Ajooni Biotech Limited,"5,169.21"
TFL,Transwarranty Finance Limited,"5,131.83"
TAPIFRUIT,Tapi Fruit Processing Limited,"5,128.49"
LFIC,Lakshmi Finance & Industrial Corporation Limited,"5,107.50"
WOMANCART,Womancart Limited,"5,070.64"
ASLIND,ASL Industries Limited,"5,052.29"
TIMESCAN,Timescan Logistics (India) Limited,"5,043.59"
ANKITMETAL,Ankit Metal & Power Limited,"5,009.42"
ICDSLTD,ICDS Limited,"5,008.77"
YCCL,Yasons Chemex Care Limited,"4,980.41"
UMA,Uma Converter Limited,"4,946.93"
WALPAR,Walpar Nutritions Limited,"4,941.72"
SONUINFRA,Sonu Infratech Limited,"4,937.65"
SEL,Sungarner Energies Limited,"4,931.98"
LIBAS,Libas Consumer Products Limited,"4,926.44"
3PLAND,3P Land Holdings Limited,"4,860.00"
BURNPUR,Burnpur Cement Limited,"4,822.96"
SITINET,Siti Networks Limited,"4,796.30"
RKDL,Ravi Kumar Distilleries Limited,"4,788.00"
MAKS,Maks Energy Solutions India Limited,"4,715.66"
SRPL,Shree Ram Proteins Limited,"4,712.40"
BMETRICS,Bombay Metrics Supply Chain Limited,"4,648.50"
ITALIANE,Italian Edibles Limited,"4,647.41"
LAXMICOT,Laxmi Cotspin Limited,"4,578.43"
UWCSL,Ultra Wiring Connectivity System Limited,"4,547.92"
TNTELE,Tamilnadu Telecommunication Limited,"4,544.30"
AMBICAAGAR,Ambica Agarbathies & Aroma industries Limited,"4,517.66"
ASHOKAMET,Ashoka Metcast Limited,"4,511.78"
ADL,Archidply Decor Limited,"4,511.45"
KHANDSE,Khandwala Securities Limited,"4,476.99"
VINEETLAB,Vineet Laboratories Limited,"4,462.00"
TECHIN,Techindia Nirman Limited,"4,426.73"
PATTECH,Pattech Fitwell Tube Components Limited,"4,402.20"
CBAZAAR,Net Avenue Technologies Limited,"4,387.36"
BINANIIND,Binani Industries Limited,"4,375.58"
21STCENMGM,21st Century Management Services Limited,"4,368.00"
KRIDHANINF,Kridhan Infra Limited,"4,359.84"
GODHA,Godha Cabcon & Insulation Limited,"4,330.56"
JFLLIFE,Jfl Life Sciences Limited,"4,327.89"
ISHAN,Ishan International Limited,"4,324.71"
NEXTMEDIA,Next Mediaworks Limited,"4,314.59"
SUULD,Suumaya Industries Limited,"4,267.70"
ARISTO,Aristo Bio-Tech And Lifescience Limited,"4,251.47"
TGBHOTELS,TGB Banquets And Hotels Limited,"4,246.53"
DKEGL,D.K. Enterprises Global Limited,"4,204.48"
MARINETRAN,Marinetrans India Limited,"4,199.58"
DESTINY,Destiny Logistics & Infra Limited,"4,185.54"
FLFL,Future Lifestyle Fashions Limited,"4,136.38"
ARSSINFRA,ARSS Infrastructure Projects Limited,"4,047.36"
ONELIFECAP,Onelife Capital Advisors Limited,"4,041.40"
INSPIRE,Inspire Films Limited,"4,001.13"
VSCL,Vadivarhe Speciality Chemicals Limited,"3,962.65"
SGL,STL Global Limited,"3,927.18"
EDUCOMP,Educomp Solutions Limited,"3,918.95"
SAGARDEEP,Sagardeep Alloys Limited,"3,889.09"
ROLLT,Rollatainers Limited,"3,877.02"
KONTOR,Kontor Space Limited,"3,850.14"
SHAIVAL,Shaival Reality Limited,"3,848.36"
AGARWALFT,Agarwal Float Glass India Limited,"3,831.81"
TECILCHEM,TECIL Chemicals and Hydro Power Limited,"3,811.70"
CMRSL,Cyber Media Research & Services Limited,"3,796.15"
NIDAN,Nidan Laboratories and Healthcare Limited,"3,759.95"
UNIINFO,Uniinfo Telecom Services Limited,"3,731.90"
COUNCODOS,Country Condo's Limited,"3,724.67"
AMEYA,Ameya Precision Engineers Limited,"3,705.00"
SUPERSPIN,Super Spinning Mills Limited,"3,685.00"
CYBERMEDIA,Cyber Media (India) Limited,"3,642.63"
TIJARIA,Tijaria Polypipes Limited,"3,621.26"
WILLAMAGOR,Williamson Magor & Company Limited,"3,621.08"
GSTL,Globesecure Technologies Limited,"3,606.91"
COMPINFO,Compuage Infocom Limited,"3,602.26"
MINDPOOL,Mindpool Technologies Limited,"3,601.88"
POLYSIL,Polysil Irrigation Systems Limited,"3,459.03"
HAVISHA,Sri Havisha Hospitality and Infrastructure Limited,"3,454.56"
JIWANRAM,Jiwanram Sheoduttrai Industries Limited,"3,440.00"
MADHAV,Madhav Marbles and Granites Limited,"3,435.65"
NKIND,NK Industries Limited,"3,377.56"
SANGINITA,Sanginita Chemicals Limited,"3,367.20"
MEGAFLEX,Mega Flex Plastics Limited,"3,261.12"
ADROITINFO,Adroit Infotech Limited,"3,228.44"
FMNL,Future Market Networks Limited,"3,222.49"
HEADSUP,Heads UP Ventures Limited,"3,168.85"
KEEPLEARN,DSJ Keep Learning Limited,"3,153.17"
ACEINTEG,Ace Integrated Solutions Limited,"3,141.60"
VIVIDHA,Visagar Polytex Limited,"3,073.36"
KCK,Kck Industries Limited,"3,069.00"
SABAR,Sabar Flex India Limited,"2,983.77"
AGUL,A G Universal Limited,"2,980.55"
FSC,Future Supply Chain Solutions Limited,"2,918.26"
GATECH,GACM Technologies Limited,"2,862.64"
IMPEXFERRO,Impex Ferro Tech Limited,"2,857.78"
QFIL,Quality Foils (India) Limited,"2,822.61"
KHAITANLTD,Khaitan (India) Limited,"2,769.25"
NARMADA,Narmada Agrobase Limited,"2,757.16"
FEL,Future Enterprises Limited,"2,729.58"
GRETEX,Gretex Industries Limited,"2,727.01"
VIJIFIN,Viji Finance Limited,"2,722.50"
BOHRAIND,Bohra Industries Limited,"2,695.01"
MOXSH,Moxsh Overseas Educon Limited,"2,688.96"
MOHITIND,Mohit Industries Limited,"2,682.86"
VILINBIO,Vilin Bio Med Limited,"2,650.50"
HRHNEXT,HRH Next Services Limited,"2,623.55"
SUNREST,Sunrest Lifescience Limited,"2,619.78"
SPRL,Sp Refractories Limited,"2,602.83"
SUMEETINDS,Sumeet Industries Limited,"2,591.06"
HYBRIDFIN,Hybrid Financial Services Limited,"2,575.67"
VERA,Vera Synthetic Limited,"2,566.20"
SAHAJ,Sahaj Fashions Limited,"2,548.04"
GOENKA,Goenka Diamond and Jewels Limited,"2,536.00"
QUADPRO,Quadpro Ites Limited,"2,502.23"
ANTGRAPHIC,Antarctica Limited,"2,480.15"
INDIFRA,Indifra Limited,"2,445.80"
ORIENTALTL,Oriental Trimex Limited,"2,440.44"
LCCINFOTEC,LCC Infotech Limited,"2,405.27"
LRRPL,Lead Reclaim And Rubber Products Limited,"2,386.04"
MASKINVEST,Mask Investments Limited,"2,346.60"
OLIL,Oneclick Logistics India Limited,"2,342.47"
KAVVERITEL,Kavveri Telecom Products Limited,"2,334.41"
MITTAL,Mittal Life Style Limited,"2,314.84"
GUJRAFFIA,Gujarat Raffia Industries Limited,"2,313.13"
KSHITIJPOL,Kshitij Polyline Limited,"2,304.68"
CONTI,Continental Seeds and Chemicals Limited,"2,295.64"
GLFL,Gujarat Lease Financing Limited,"2,265.00"
NTL,Neueon Towers Limited,"2,233.51"
CALSOFT,California Software Company Limited,"2,171.72"
AILIMITED,Abhishek Integrations Limited,"2,161.74"
KANDARP,Kandarp Digi Smart BPO Limited,"2,144.55"
PLADAINFO,Plada Infotech Services Limited,"2,117.78"
MTEDUCARE,MT Educare Limited,"2,094.61"
WINSOME,Winsome Yarns Limited,"2,085.86"
KAUSHALYA,Kaushalya Infrastructure Development Corporation Limited,"2,073.16"
DRL,Dhanuka Realty Limited,"2,039.50"
BRIGHT,Bright Solar Limited,"2,037.42"
NAGREEKCAP,Nagreeka Capital & Infrastructure Limited,"1,955.37"
TVVISION,TV Vision Limited,"1,898.48"
VCL,Vaxtex Cotfab Limited,"1,745.65"
TRANSWIND,Transwind Infrastructures Limited,"1,715.73"
DIGJAMLMTD,Digjam Limited,"1,673.00"
RITEZONE,Rite Zone Chemcon India Limited,"1,664.61"
METALFORGE,Metalyst Forgings Limited,"1,633.13"
SHANTI,Shanti Overseas (India) Limited,"1,632.58"
LYPSAGEMS,Lypsa Gems & Jewellery Limited,"1,606.88"
RICHA,Richa Info Systems Limited,"1,591.65"
MANAV,Manav Infra Projects Limited,"1,538.10"
NORBTEAEXP,Norben Tea & Exports Limited,"1,527.50"
TARAPUR,Tarapur Transformers Limited,"1,511.25"
BLUECHIP,Blue Chip India Limited,"1,493.22"
VIVO,Vivo Collaboration Solutions Limited,"1,473.97"
ORTINLAB,Ortin Laboratories Limited,"1,427.06"
SAROJA,Saroja Pharma Industries India Limited,"1,411.19"
JAKHARIA,JAKHARIA FABRIC LIMITED,"1,381.70"
MPTODAY,Madhya Pradesh Today Media Limited,"1,377.25"
SILLYMONKS,Silly Monks Entertainment Limited,"1,353.00"
EUROTEXIND,Eurotex Industries and Exports Limited,"1,316.85"
AMIABLE,Amiable Logistics (India) Limited,"1,311.15"
UMESLTD,Usha Martin Education & Solutions Limited,"1,228.34"
OMKARCHEM,Omkar Speciality Chemicals Limited,"1,193.52"
KALYANI,Kalyani Commercials Limited,"1,193.00"
ARENTERP,Rajdarshan Industries Limited,"1,181.15"
BKMINDST,Bkm Industries Limited,"1,179.61"
NIRAJISPAT,Niraj Ispat Industries Limited,"1,148.40"
INNOVATIVE,Innovative Tyres and Tubes Limited,"1,043.51"
ACCORD,Accord Synergy Limited,"1,024.24"
SHYAMTEL,Shyam Telecom Limited,"1,008.67"
SMVD,SMVD Poly Pack Limited,932.80
DCMFINSERV,DCM Financial Services Limited,882.75
PREMIER,Premier Limited,880.80
CREATIVEYE,Creative Eye Limited,852.48
AHIMSA,Ahimsa Industries Limited,848.47
ABNINT,A B N Intercorp Limited,839.06
ALPSINDUS,Alps Industries Limited,743.17
MELSTAR,Melstar Information Technologies Limited,671.31
JALAN,Jalan Transolutions (India) Limited,639.64
SABEVENTS,Sab Events & Governance Now Media Limited,529.43
SANCO,Sanco Industries Limited,523.28
BHALCHANDR,Bhalchandram Clothing Limited,476.00
LAKPRE,Lakshmi Precision Screws Limited,448.61
VASA,Vasa Retail and Overseas Ltd,338.58
CMMIPL,CMM Infraprojects Limited,250.77
ABHISHEK,Abhishek Corporation Limited,"*Not available for trading as on March 28, 2024"
AHLWEST,Asian Hotels (West) Limited,"*Not available for trading as on March 28, 2024"
AIFL,Ashapura Intimates Fashion Limited,"*Not available for trading as on March 28, 2024"
AJRINFRA,AJR INFRA AND TOLLING LIMITED,"*Not available for trading as on March 28, 2024"
ALCHEM,Alchemist Limited,"*Not available for trading as on March 28, 2024"
AMJUMBO,A and M Jumbo Bags Limited,"*Not available for trading as on March 28, 2024"
ANSALAPI,Ansal Properties & Infrastructure Limited,"*Not available for trading as on March 28, 2024"
ARCOTECH,Arcotech Limited,"*Not available for trading as on March 28, 2024"
ARTEDZ,Artedz Fabs Limited,"*Not available for trading as on March 28, 2024"
ASIL,Amit Spinning Industries Limited,"*Not available for trading as on March 28, 2024"
ATCOM,Atcom Technologies Limited,"*Not available for trading as on March 28, 2024"
ATLASCYCLE,Atlas Cycles (Haryana) Limited,"*Not available for trading as on March 28, 2024"
ATNINTER,ATN International Limited,"*Not available for trading as on March 28, 2024"
BALLARPUR,Ballarpur Industries Limited,"*Not available for trading as on March 28, 2024"
BANSAL,Bansal Multiflex Limited,"*Not available for trading as on March 28, 2024"
BGLOBAL,Bharatiya Global Infomedia Limited,"*Not available for trading as on March 28, 2024"
BHARATIDIL,Bharati Defence and Infrastructure Limited,"*Not available for trading as on March 28, 2024"
BILENERGY,Bil Energy Systems Limited,"*Not available for trading as on March 28, 2024"
BIRLATYRE,Birla Tyres Limited,"*Not available for trading as on March 28, 2024"
BLUEBLENDS,Blue Blends (I) Limited,"*Not available for trading as on March 28, 2024"
BLUECOAST,Blue Coast Hotels Limited,"*Not available for trading as on March 28, 2024"
BRFL,Bombay Rayon Fashions Limited,"*Not available for trading as on March 28, 2024"
CANDC,C & C Constructions Limited,"*Not available for trading as on March 28, 2024"
CCCL,Consolidated Construction Consortium Limited,"*Not available for trading as on March 28, 2024"
CELESTIAL,Celestial Biolabs Limited,"*Not available for trading as on March 28, 2024"
CKFSL,Cox & Kings Financial Service Limited,"*Not available for trading as on March 28, 2024"
CMICABLES,CMI Limited,"*Not available for trading as on March 28, 2024"
CURATECH,Cura Technologies Limited,"*Not available for trading as on March 28, 2024"
DHARSUGAR,Dharani Sugars & Chemicals Limited,"*Not available for trading as on March 28, 2024"
DQE,DQ Entertainment (International) Limited,"*Not available for trading as on March 28, 2024"
DSKULKARNI,DS Kulkarni Developers Limited,"*Not available for trading as on March 28, 2024"
EASTSILK,Eastern Silk Industries Limited,"*Not available for trading as on March 28, 2024"
EASTSUGIND,Eastern Sug & Inds Limited,"*Not available for trading as on March 28, 2024"
EASUNREYRL,Easun Reyrolle Limited,"*Not available for trading as on March 28, 2024"
EON,Eon Electric Limited,"*Not available for trading as on March 28, 2024"
EUROCERA,Euro Ceramics Limited,"*Not available for trading as on March 28, 2024"
EUROMULTI,Euro Multivision Limited,"*Not available for trading as on March 28, 2024"
FEDDERELEC,Fedders Electric and Engineering Limited,"*Not available for trading as on March 28, 2024"
FIVECORE,Five Core Electronics Limited,"*Not available for trading as on March 28, 2024"
GAMMONIND,Gammon India Limited,"*Not available for trading as on March 28, 2024"
GANGOTRI,Gangotri Textiles Limited,"*Not available for trading as on March 28, 2024"
GAYAHWS,Gayatri Highways Limited,"*Not available for trading as on March 28, 2024"
GAYAPROJ,Gayatri Projects Limited,"*Not available for trading as on March 28, 2024"
GBGLOBAL,GB Global Limited,"*Not available for trading as on March 28, 2024"
GFSTEELS,Grand Foundry Limited,"*Not available for trading as on March 28, 2024"
GITANJALI,Gitanjali Gems Limited,"*Not available for trading as on March 28, 2024"
HDIL,Housing Development and Infrastructure Limited,"*Not available for trading as on March 28, 2024"
HINDNATGLS,Hindusthan National Glass & Industries Limited,"*Not available for trading as on March 28, 2024"
ICSA,ICSA (India) Limited,"*Not available for trading as on March 28, 2024"
INDLMETER,IMP Powers Limited,"*Not available for trading as on March 28, 2024"
INDOSOLAR,Indosolar Limited,"*Not available for trading as on March 28, 2024"
INDUSFILA,Indus Fila Limited,"*Not available for trading as on March 28, 2024"
INFOMEDIA,Infomedia Press Limited,"*Not available for trading as on March 28, 2024"
INSPIRISYS,Inspirisys Solutions Limited,"*Not available for trading as on March 28, 2024"
IVRCLINFRA,IVRCL Limited,"*Not available for trading as on March 28, 2024"
JAINSTUDIO,Jain Studios Limited,"*Not available for trading as on March 28, 2024"
JBFIND,JBF Industries Limited,"*Not available for trading as on March 28, 2024"
JIKIND,JIK Industries Limited,"*Not available for trading as on March 28, 2024"
JINDCOT,Jindal Cotex Limited,"*Not available for trading as on March 28, 2024"
JPINFRATEC,Jaypee Infratech Limited,"*Not available for trading as on March 28, 2024"
KGL,Karuturi Global Limited,"*Not available for trading as on March 28, 2024"
KSERASERA,KSS Limited,"*Not available for trading as on March 28, 2024"
KSK,KSK Energy Ventures Limited,"*Not available for trading as on March 28, 2024"
LAKSHMIEFL,Lakshmi Energy and Foods Limited,"*Not available for trading as on March 28, 2024"
LEEL,LEEL Electricals Limited,"*Not available for trading as on March 28, 2024"
MANPASAND,Manpasand Beverages Limited,"*Not available for trading as on March 28, 2024"
MCDHOLDING,McDowell Holdings Limited,"*Not available for trading as on March 28, 2024"
MERCATOR,Mercator Limited,"*Not available for trading as on March 28, 2024"
METKORE,Metkore Alloys & Industries Limited,"*Not available for trading as on March 28, 2024"
MVL,MVL Limited,"*Not available for trading as on March 28, 2024"
NAKODA,Nakoda Limited,"*Not available for trading as on March 28, 2024"
NITINFIRE,Nitin Fire Protection Industries Limited,"*Not available for trading as on March 28, 2024"
NUTEK,Nu Tek India Limited,"*Not available for trading as on March 28, 2024"
OPAL,Opal Luxury Time Products Limited,"*Not available for trading as on March 28, 2024"
OPTOCIRCUI,Opto Circuits (India) Limited,"*Not available for trading as on March 28, 2024"
ORTEL,Ortel Communications Limited,"*Not available for trading as on March 28, 2024"
PDPL,Parenteral Drugs (India) Limited,"*Not available for trading as on March 28, 2024"
PENTAGOLD,Penta Gold Limited,"*Not available for trading as on March 28, 2024"
PINCON,Pincon Spirit Limited,"*Not available for trading as on March 28, 2024"
PRATIBHA,Pratibha Industries Limited,"*Not available for trading as on March 28, 2024"
PUNJLLOYD,Punj Lloyd Limited,"*Not available for trading as on March 28, 2024"
QUINTEGRA,Quintegra Solutions Limited,"*Not available for trading as on March 28, 2024"
RADAAN,Radaan Mediaworks India Limited,"*Not available for trading as on March 28, 2024"
RAINBOWPAP,Rainbow Papers Limited,"*Not available for trading as on March 28, 2024"
RAJVIR,Rajvir Industries Limited,"*Not available for trading as on March 28, 2024"
RCOM,Reliance Communications Limited,"*Not available for trading as on March 28, 2024"
RELCAPITAL,Reliance Capital Limited,"*Not available for trading as on March 28, 2024"
RMCL,Radha Madhav Corporation Limited,"*Not available for trading as on March 28, 2024"
RMMIL,Resurgere Mines & Minerals Limited,"*Not available for trading as on March 28, 2024"
RNAVAL,Reliance Naval and Engineering Limited,"*Not available for trading as on March 28, 2024"
ROLTA,Rolta India Limited,"*Not available for trading as on March 28, 2024"
RUSHABEAR,Rushabh Precision Bearings Limited,"*Not available for trading as on March 28, 2024"
SABTN,Sri Adhikari Brothers Television Network Limited,"*Not available for trading as on March 28, 2024"
SANWARIA,Sanwaria Consumer Limited,"*Not available for trading as on March 28, 2024"
